epoch,train_loss,train_acc,val_loss,val_acc
54,0.8292697666833798,72.08333333333333,1.3077615737915038,63.333333333333336
55,0.7501092411577701,74.58333333333333,1.5422005693117777,58.333333333333336
56,0.7740338288558026,73.75,1.374793044726054,61.666666666666664
57,0.7524064939158658,76.25,1.3687020381291708,66.66666666666667
58,0.7572246830289563,72.08333333333333,1.3228821516036988,65.0
59,0.6951594868830094,77.5,1.55494734843572,65.0
60,0.854751355946064,72.08333333333333,1.5650429328282673,61.666666666666664
61,0.73094978791972,75.83333333333333,1.532130422194799,65.0
62,0.7552928502360979,73.33333333333333,1.4710980176925659,65.0
63,0.6967295542359352,78.75,1.2989755829175313,71.66666666666667
64,0.7503105472773314,74.16666666666667,1.2740051329135895,66.66666666666667
65,0.7134467348456383,76.25,1.3406653066476186,63.333333333333336
66,0.7340030526431899,75.83333333333333,1.3395073682069778,65.0
67,0.5799867205321789,80.41666666666667,1.3642768243948618,61.666666666666664
68,0.6205936207125584,77.91666666666667,1.3466713656981786,70.0
69,0.5928770726857086,77.5,1.3513222257296245,66.66666666666667
70,0.5934945275386174,75.83333333333333,1.3028900623321533,66.66666666666667
71,0.6106854019065698,79.16666666666667,1.3052865465482075,65.0
72,0.6303843387092153,77.5,1.3327485660711924,71.66666666666667
73,0.6203556737552086,77.91666666666667,1.413111643989881,61.666666666666664
74,0.5802757474593818,81.66666666666667,1.36585191488266,66.66666666666667
75,0.6680431516530613,81.66666666666667,1.2830626949667931,75.0
76,0.6454292062669993,75.0,1.5593336304028829,68.33333333333333
77,0.5905906850782533,80.83333333333333,1.45734816690286,70.0
78,0.6282268844544887,78.33333333333333,1.4031358614563942,66.66666666666667
79,0.6918627711633841,76.25,1.3435595353444418,71.66666666666667
80,0.537862457272907,80.83333333333333,1.3726174528400104,68.33333333333333
81,0.5218122146402796,83.33333333333333,1.4945021818081539,68.33333333333333
82,0.4668084996442,82.08333333333333,1.5274712552626928,68.33333333333333
83,0.4819486642877261,84.58333333333333,1.3099914928277334,73.33333333333333
84,0.4253622784279287,86.66666666666667,1.4273370444774627,68.33333333333333
85,0.5530156220930318,81.66666666666667,1.482267254590988,71.66666666666667
86,0.47433469811221585,85.0,1.5936692592998345,68.33333333333333
87,0.5070484562156101,83.33333333333333,1.4577347616354623,71.66666666666667
88,0.5230640019290149,82.5,1.4975012749433518,68.33333333333333
89,0.5147424067370594,85.0,1.4483287576586008,75.0
90,0.47060633519043527,84.16666666666667,1.5110700125495593,68.33333333333333
91,0.46689901389181615,82.91666666666667,1.4653603573640188,68.33333333333333
92,0.4433594606195887,85.41666666666667,1.5873174568017323,66.66666666666667
93,0.42561900562917193,86.66666666666667,1.530231586098671,65.0
94,0.5426820025468866,77.5,1.429914196829001,75.0
95,0.504365746707966,81.25,1.3438164914647739,75.0
96,0.5077199714568754,83.75,1.4310132421553134,73.33333333333333
97,0.4920481400874754,85.83333333333333,1.4522231005132198,71.66666666666667
98,0.40197465804715954,87.08333333333333,1.5329707423845926,68.33333333333333
99,0.3442206835684677,88.33333333333333,1.430981635550658,70.0
100,0.4265366013743915,86.25,1.3349873214960097,75.0
101,0.3818818988744169,87.08333333333333,1.3299187908569972,75.0
102,0.32368038916029035,89.16666666666667,1.3625661571820578,71.66666666666667
103,0.30639845117305714,89.58333333333333,1.436625920732816,71.66666666666667
104,0.377240136731416,85.41666666666667,1.5158273371557394,68.33333333333333
105,0.31035523408403,90.0,1.4480384759604932,70.0
106,0.32580258735300355,93.75,1.4290805307527383,75.0
107,0.3453734990209341,88.75,1.4940902347366014,73.33333333333333
108,0.35499127027578653,89.58333333333333,1.5046802952885627,68.33333333333333
109,0.37042340737922735,87.5,1.366415446003278,75.0
110,0.35205591030729316,87.5,1.478484778602918,75.0
111,0.2822432222776115,92.5,1.4119569517672061,76.66666666666667
112,0.3042492789992442,89.58333333333333,1.4871626228094101,71.66666666666667
113,0.36027096362086014,89.16666666666667,1.4514540235201518,73.33333333333333
114,0.2927319217240438,90.83333333333333,1.4304731433590254,73.33333333333333
115,0.31544341801976167,90.0,1.550987619285782,75.0
116,0.35866562644951044,89.58333333333333,1.4602605454623698,73.33333333333333
117,0.3694008756739398,88.33333333333333,1.4335897870361805,73.33333333333333
118,0.29459716056783997,90.41666666666667,1.4122513319055239,76.66666666666667
119,0.33771213587994375,89.58333333333333,1.4878005956610043,75.0
120,0.3345108335604891,89.58333333333333,1.4032388888299465,71.66666666666667
121,0.33760705835496385,89.58333333333333,1.2545193150639533,75.0
122,0.2875997366073231,89.58333333333333,1.3355187650769949,73.33333333333333
123,0.3192022981704213,91.25,1.4092935256659984,73.33333333333333
124,0.3013885733438656,91.25,1.4285724225143592,76.66666666666667
125,0.2637877124672135,93.75,1.445132240653038,75.0
126,0.27817008301305274,90.0,1.3356694053858518,73.33333333333333
127,0.23802931354536364,92.5,1.3043331323812406,78.33333333333333
128,0.26366451154851045,91.66666666666667,1.3309327440957228,75.0
129,0.24207445504143835,90.83333333333333,1.4627074907223383,75.0
130,0.24254259914935877,93.75,1.4792305743942658,75.0
131,0.3654823205511396,89.58333333333333,1.4587696203341087,75.0
132,0.348571155150421,90.0,1.4004194686810176,76.66666666666667
133,0.26676803566515445,90.83333333333333,1.366086617608865,75.0
134,0.3103899696919446,91.25,1.2924877310792604,78.33333333333333
135,0.2567055977570514,91.66666666666667,1.4141415218512217,73.33333333333333
136,0.2843280353738616,89.58333333333333,1.5284788257131974,71.66666666666667
137,0.2668376522759596,92.91666666666667,1.2817711740732194,75.0
138,0.3468868013122119,90.83333333333333,1.3423809282481671,71.66666666666667
139,0.2985258077736944,89.16666666666667,1.4415537218252819,71.66666666666667
140,0.2500572205821906,91.66666666666667,1.3659231500079234,76.66666666666667
141,0.23281477216320734,93.33333333333333,1.460446222126484,73.33333333333333
142,0.21625759526311109,95.83333333333333,1.397984849040707,75.0
143,0.1946124980682119,93.75,1.366510459035635,76.66666666666667
144,0.22574279470524442,93.33333333333333,1.2934034778426091,73.33333333333333
145,0.2748897639258454,92.5,1.3119262225925923,71.66666666666667
146,0.2507553687862431,92.5,1.3509820548196634,71.66666666666667
147,0.28305488826396563,90.83333333333333,1.3387052483856678,76.66666666666667
148,0.25419634967887156,92.08333333333333,1.4748496553550163,75.0
149,0.30297677010918656,90.83333333333333,1.3738240156322719,78.33333333333333
150,0.27910724956309424,91.25,1.3619562905902665,75.0
151,0.20932529414227855,94.16666666666667,1.3571122724562883,75.0
152,0.20663335670251398,95.41666666666667,1.3463202218214672,76.66666666666667
153,0.19955563796684145,93.33333333333333,1.3340860798954963,75.0
154,0.21532794347343345,95.0,1.2803042637184263,76.66666666666667
155,0.21230914888437838,93.33333333333333,1.331565706556042,76.66666666666667
156,0.17115847215172836,94.58333333333333,1.2742358985667428,76.66666666666667
157,0.21039277336094528,92.08333333333333,1.2237156062076489,81.66666666666667
158,0.1893854111355419,95.0,1.3431874261548122,78.33333333333333
159,0.16577860499576977,95.41666666666667,1.3381514164308708,78.33333333333333
160,0.20303123897174374,93.33333333333333,1.2704814365754524,76.66666666666667
161,0.17926367839487892,94.16666666666667,1.3174853440374137,75.0
162,0.19153492044036588,94.58333333333333,1.2688015322511395,76.66666666666667
163,0.20723222073478004,94.16666666666667,1.4041006290043394,78.33333333333333
164,0.18442703865778942,95.41666666666667,1.3969710634400447,76.66666666666667
165,0.19711904639067748,94.58333333333333,1.3561575734987854,76.66666666666667
166,0.17927965810522437,96.66666666666667,1.338325017814835,78.33333333333333
167,0.19167731809041774,93.33333333333333,1.3832121510058641,75.0
168,0.1569174233203133,95.83333333333333,1.3596495206157366,80.0
169,0.19155961728344362,95.41666666666667,1.3502424732471505,80.0
170,0.19046766415704042,94.58333333333333,1.3372082217906913,78.33333333333333
171,0.18580083863732094,95.0,1.3861559340109428,80.0
172,0.1832007383539652,95.0,1.292972199805081,76.66666666666667
173,0.15372707975717884,97.08333333333333,1.2762677249188223,78.33333333333333
174,0.18937564774726828,94.58333333333333,1.3377972640718023,76.66666666666667
175,0.21508162549386423,92.91666666666667,1.3793711473544439,73.33333333333333
176,0.16760592525048804,94.16666666666667,1.4698168331136305,76.66666666666667
177,0.18195276740880217,94.58333333333333,1.4837947645535072,75.0
178,0.21238562357611954,95.0,1.352635018962125,76.66666666666667
179,0.16866972956728812,95.0,1.2715718306601047,76.66666666666667
180,0.18899343041703104,93.33333333333333,1.2481920021275679,76.66666666666667
181,0.19891029886590939,94.58333333333333,1.4479496609419584,75.0
182,0.23925171933757763,92.5,1.280864173732698,73.33333333333333
183,0.19178668664147455,93.33333333333333,1.2491383189956347,78.33333333333333
184,0.1527678179787472,95.0,1.2800291309754053,75.0
185,0.2235307514977952,94.16666666666667,1.2514564337829748,80.0
186,0.1936943860569348,93.75,1.2458038377886018,76.66666666666667
187,0.1368600133767662,97.91666666666667,1.2463193545117974,80.0
188,0.176983818555406,95.41666666666667,1.2991608339672287,76.66666666666667
189,0.15600726148113608,94.58333333333333,1.2216495607669156,80.0
190,0.14431058104382827,97.08333333333333,1.2663172909679512,76.66666666666667
191,0.14270867724941733,96.66666666666667,1.2882830522333582,78.33333333333333
192,0.2222933072441568,92.91666666666667,1.2740659695118666,78.33333333333333
193,0.23175473964462678,92.5,1.285451428592205,78.33333333333333
194,0.15798552757284293,96.25,1.3293508091941475,76.66666666666667
195,0.1652849623467773,95.41666666666667,1.351493554127713,73.33333333333333
196,0.12315123738565793,96.66666666666667,1.28236280400306,76.66666666666667
197,0.22174491172966856,93.33333333333333,1.164009857363999,78.33333333333333
198,0.24113047985592856,94.16666666666667,1.278795362667491,75.0
199,0.20555478403499972,94.58333333333333,1.2645818821464976,75.0
200,0.14641873276559636,96.25,1.2706503924603263,78.33333333333333
